,tanggal,KASUS,MENINGGAL,SEMBUH,DIRAWAT_OR_ISOLASI,AKUMULASI_KASUS,AKUMULASI_SEMBUH,AKUMULASI_MENINGGAL,AKUMULASI_DIRAWAT_OR_ISOLASI
588,1635292800000,90,6,99,-15,397965,367722,29576,667
589,1635379200000,72,4,72,-4,398037,367794,29580,663
590,1635465600000,54,5,56,-7,398091,367850,29585,656
591,1635552000000,81,6,67,8,398172,367917,29591,664
592,1635638400000,57,4,63,-10,398229,367980,29595,654
593,1635724800000,40,1,57,-18,398269,368037,29596,636
594,1635811200000,74,3,69,2,398343,368106,29599,638
595,1635897600000,67,8,72,-13,398410,368178,29607,625
596,1635984000000,59,6,57,-4,398469,368235,29613,621
597,1636070400000,46,3,61,-18,398515,368296,29616,603
598,1636156800000,47,3,51,-7,398562,368347,29619,596
599,1636243200000,32,3,41,-12,398594,368388,29622,584
600,1636329600000,30,1,54,-25,398624,368442,29623,559
601,1636416000000,49,7,66,-24,398673,368508,29630,535
602,1636502400000,65,3,76,-14,398738,368584,29633,521
603,1636588800000,42,3,55,-16,398780,368639,29636,505
604,1636675200000,33,4,44,-15,398813,368683,29640,490
605,1636761600000,49,1,46,2,398862,368729,29641,492
606,1636848000000,30,2,60,-32,398892,368789,29643,460
607,1636934400000,26,1,49,-24,398918,368838,29644,436
608,1637020800000,35,1,45,-11,398953,368883,29645,425
609,1637107200000,43,0,35,8,398996,368918,29645,433
610,1637193600000,24,1,32,-9,399020,368950,29646,424
611,1637280000000,28,1,33,-6,399048,368983,29647,418
612,1637366400000,30,1,35,-6,399078,369018,29648,412
613,1637452800000,25,3,20,2,399103,369038,29651,414
614,1637539200000,21,4,31,-14,399124,369069,29655,400
615,1637625600000,45,1,51,-7,399169,369120,29656,393
616,1637712000000,36,1,28,7,399205,369148,29657,400
617,1637798400000,32,3,20,9,399237,369168,29660,409
618,1637884800000,48,1,37,10,399285,369205,29661,419
619,1637971200000,31,3,19,9,399316,369224,29664,428
620,1638057600000,33,0,27,6,399349,369251,29664,434
621,1638144000000,10,1,15,-6,399359,369266,29665,428
622,1638230400000,36,3,33,0,399395,369299,29668,428
623,1638316800000,30,2,27,1,399425,369326,29670,429
624,1638403200000,36,0,33,3,399461,369359,29670,432
625,1638489600000,22,1,32,-11,399483,369391,29671,421
626,1638576000000,27,2,32,-7,399510,369423,29673,414
627,1638662400000,29,1,26,2,399539,369449,29674,416
628,1638748800000,18,1,25,-8,399557,369474,29675,408
629,1638835200000,36,0,41,-5,399593,369515,29675,403
630,1638921600000,27,3,34,-10,399620,369549,29678,393
631,1639008000000,30,1,26,3,399650,369575,29679,396
632,1639094400000,20,0,42,-22,399670,369617,29679,374
633,1639180800000,22,2,19,1,399692,369636,29681,375
634,1639267200000,22,3,29,-10,399714,369665,29684,365
635,1639353600000,14,0,20,-6,399728,369685,29684,359
636,1639440000000,27,3,21,3,399755,369706,29687,362
637,1639526400000,28,2,25,1,399783,369731,29689,363
638,1639612800000,25,1,24,0,399808,369755,29690,363
639,1639699200000,23,0,22,1,399831,369777,29690,364
640,1639785600000,20,2,18,0,399851,369795,29692,364
641,1639872000000,22,0,16,6,399873,369811,29692,370
642,1639958400000,15,1,20,-6,399888,369831,29693,364
643,1640044800000,14,5,23,-14,399902,369854,29698,350
644,1640131200000,9,1,15,-7,399911,369869,29699,343
645,1640217600000,17,0,20,-3,399928,369889,29699,340
646,1640304000000,25,0,21,4,399953,369910,29699,344
647,1640390400000,11,2,15,-6,399964,369925,29701,338
648,1640476800000,5,0,13,-8,399969,369938,29701,330
649,1640563200000,9,2,20,-13,399978,369958,29703,317
650,1640649600000,24,4,20,0,400002,369978,29707,317
651,1640736000000,16,1,19,-4,400018,369997,29708,313
652,1640822400000,19,1,12,6,400037,370009,29709,319
653,1640908800000,18,4,14,0,400055,370023,29713,319
654,1640995200000,15,1,12,2,400070,370035,29714,321
655,1641081600000,8,0,8,0,400078,370043,29714,321
656,1641168000000,10,0,9,1,400088,370052,29714,322
657,1641254400000,17,0,24,-7,400105,370076,29714,315
658,1641340800000,12,2,11,-1,400117,370087,29716,314
659,1641427200000,25,0,20,5,400142,370107,29716,319
660,1641513600000,15,1,16,-2,400157,370123,29717,317
661,1641600000000,29,3,16,10,400186,370139,29720,327
662,1641686400000,16,1,21,-6,400202,370160,29721,321
663,1641772800000,8,1,7,0,400210,370167,29722,321
664,1641859200000,29,1,11,17,400239,370178,29723,338
665,1641945600000,18,2,10,6,400257,370188,29725,344
666,1642032000000,22,0,12,10,400279,370200,29725,354
667,1642118400000,21,1,18,2,400300,370218,29726,356
668,1642204800000,23,0,19,4,400323,370237,29726,360
669,1642291200000,26,1,15,10,400349,370252,29727,370
670,1642377600000,14,0,20,-6,400363,370272,29727,364
671,1642464000000,44,1,20,23,400407,370292,29728,387
672,1642550400000,50,2,21,27,400457,370313,29730,414
673,1642636800000,89,3,26,60,400546,370339,29733,474
674,1642723200000,92,1,27,64,400638,370366,29734,538
675,1642809600000,79,2,45,32,400717,370411,29736,570
676,1642896000000,69,1,44,24,400786,370455,29737,594
677,1642982400000,60,0,53,7,400846,370508,29737,601
678,1643068800000,213,1,58,154,401059,370566,29738,755
679,1643155200000,238,0,105,133,401297,370671,29738,888
680,1643241600000,255,1,111,143,401552,370782,29739,1031
681,1643328000000,318,3,167,148,401870,370949,29742,1179
682,1643414400000,363,0,152,211,402233,371101,29742,1390
683,1643500800000,359,0,195,164,402592,371296,29742,1554
684,1643587200000,276,0,246,30,402868,371542,29742,1584
685,1643673600000,759,1,292,466,403627,371834,29743,2050
686,1643760000000,563,1,301,261,404190,372135,29744,2311
687,1643846400000,1395,2,542,851,405585,372677,29746,3162
688,1643932800000,1681,5,658,1018,407266,373335,29751,4180
689,1644019200000,2155,2,1053,1100,409421,374388,29753,5280
690,1644105600000,2218,7,1238,973,411639,375626,29760,6253
691,1644192000000,1339,5,1310,24,412978,376936,29765,6277
692,1644278400000,3610,6,1710,1894,416588,378646,29771,8171
693,1644364800000,4385,4,2305,2076,420973,380951,29775,10247
694,1644451200000,4054,5,2462,1587,425027,383413,29780,11834
695,1644537600000,4506,11,2869,1626,429533,386282,29791,13460
696,1644624000000,5880,6,2966,2908,435413,389248,29797,16368
697,1644710400000,5376,12,3287,2077,440789,392535,29809,18445
698,1644796800000,3885,21,3023,841,444674,395558,29830,19286
699,1644883200000,7530,15,3618,3897,452204,399176,29845,23183
700,1644969600000,7919,22,5340,2557,460123,404516,29867,25740
701,1645056000000,8977,24,5989,2964,469100,410505,29891,28704
702,1645142400000,8037,36,5684,2317,477137,416189,29927,31021
703,1645228800000,7946,29,5649,2268,485083,421838,29956,33289
704,1645315200000,5766,22,5480,264,490849,427318,29978,33553
705,1645401600000,3621,39,5193,-1611,494470,432511,30017,31942
706,1645488000000,7569,43,5756,1770,502039,438267,30060,33712
707,1645574400000,7486,48,5828,1610,509525,444095,30108,35322
708,1645660800000,6643,50,6508,85,516168,450603,30158,35407
709,1645747200000,5729,32,6208,-511,521897,456811,30190,34896
710,1645833600000,5413,47,6237,-871,527310,463048,30237,34025
711,1645920000000,3861,52,6242,-2433,531171,469290,30289,31592
712,1646006400000,2233,54,4621,-2442,533404,473911,30343,29150
713,1646092800000,2761,49,5554,-2842,536165,479465,30392,26308
714,1646179200000,4911,57,5357,-503,541076,484822,30449,25805
715,1646265600000,4135,44,5471,-1380,545211,490293,30493,24425
716,1646352000000,2331,60,4574,-2303,547542,494867,30553,22122
717,1646438400000,3651,58,4471,-878,551193,499338,30611,21244
718,1646524800000,2325,42,3685,-1402,553518,503023,30653,19842
719,1646611200000,1410,35,3646,-2271,554928,506669,30688,17571
720,1646697600000,2769,58,3672,-961,557697,510341,30746,16610
721,1646784000000,2246,37,3053,-844,559943,513394,30783,15766
722,1646870400000,1575,41,2375,-841,561518,515769,30824,14925
723,1646956800000,1394,41,2507,-1154,562912,518276,30865,13771
724,1647043200000,1165,44,2324,-1203,564077,520600,30909,12568
725,1647129600000,596,22,1933,-1359,564673,522533,30931,11209
726,1647216000000,838,37,2364,-1563,565511,524897,30968,9646
727,1647302400000,1140,39,1951,-850,566651,526848,31007,8796
728,1647388800000,904,36,1770,-902,567555,528618,31043,7894
729,1647475200000,725,34,1541,-850,568280,530159,31077,7044
730,1647561600000,661,36,1423,-798,568941,531582,31113,6246
731,1647648000000,470,24,1107,-661,569411,532689,31137,5585
732,1647734400000,452,13,903,-464,569863,533592,31150,5121
733,1647820800000,228,18,949,-739,570091,534541,31168,4382
734,1647907200000,478,26,783,-331,570569,535324,31194,4051
735,1647993600000,440,24,680,-264,571009,536004,31218,3787
736,1648080000000,368,20,645,-297,571377,536649,31238,3490
737,1648166400000,303,26,769,-492,571680,537418,31264,2998
738,1648252800000,310,15,528,-233,571990,537946,31279,2765
739,1648339200000,277,11,418,-152,572267,538364,31290,2613
740,1648425600000,148,16,461,-329,572415,538825,31306,2284
741,1648512000000,307,20,379,-92,572722,539204,31326,2192
742,1648598400000,240,21,381,-162,572962,539585,31347,2030
743,1648684800000,255,12,415,-172,573217,540000,31359,1858
744,1648771200000,177,11,303,-137,573394,540303,31370,1721
745,1648857600000,158,16,235,-93,573552,540538,31386,1628
746,1648944000000,140,12,219,-91,573692,540757,31398,1537
747,1649030400000,124,14,249,-139,573816,541006,31412,1398
748,1649116800000,165,16,240,-91,573981,541246,31428,1307
749,1649203200000,153,10,193,-50,574134,541439,31438,1257
750,1649289600000,143,11,175,-43,574277,541614,31449,1214
751,1649376000000,121,10,183,-72,574398,541797,31459,1142
752,1649462400000,86,14,131,-59,574484,541928,31473,1083
753,1649548800000,81,6,141,-66,574565,542069,31479,1017
754,1649635200000,48,10,125,-87,574613,542194,31489,930
755,1649721600000,106,9,125,-28,574719,542319,31498,902
756,1649808000000,85,4,114,-33,574804,542433,31502,869
757,1649894400000,69,7,118,-56,574873,542551,31509,813
758,1649980800000,54,3,87,-36,574927,542638,31512,777
759,1650067200000,46,3,80,-37,574973,542718,31515,740
760,1650153600000,55,3,79,-27,575028,542797,31518,713
761,1650240000000,31,3,89,-61,575059,542886,31521,652
762,1650326400000,79,7,83,-11,575138,542969,31528,641
763,1650412800000,41,7,72,-38,575179,543041,31535,603
764,1650499200000,32,5,54,-27,575211,543095,31540,576
765,1650585600000,40,1,68,-29,575251,543163,31541,547
766,1650672000000,40,3,53,-16,575291,543216,31544,531
767,1650758400000,33,4,35,-6,575324,543251,31548,525
768,1650844800000,25,5,51,-31,575349,543302,31553,494
769,1650931200000,55,4,58,-7,575404,543360,31557,487
770,1651017600000,32,4,44,-16,575436,543404,31561,471
771,1651104000000,27,3,47,-23,575463,543451,31564,448
772,1651190400000,40,2,34,4,575503,543485,31566,452
773,1651276800000,17,1,35,-19,575520,543520,31567,433
774,1651363200000,22,2,32,-12,575542,543552,31569,421
775,1651449600000,9,1,17,-9,575551,543569,31570,412
776,1651536000000,8,3,14,-9,575559,543583,31573,403
777,1651622400000,15,3,28,-16,575574,543611,31576,387
778,1651708800000,18,2,31,-15,575592,543642,31578,372
779,1651795200000,24,2,29,-7,575616,543671,31580,365
780,1651881600000,20,3,32,-15,575636,543703,31583,350
781,1651968000000,18,1,28,-11,575654,543731,31584,339
782,1652054400000,15,0,20,-5,575669,543751,31584,334
783,1652140800000,36,2,31,3,575705,543782,31586,337
784,1652227200000,47,0,27,20,575752,543809,31586,357
785,1652313600000,41,1,32,8,575793,543841,31587,365
786,1652400000000,30,2,19,9,575823,543860,31589,374
787,1652486400000,33,1,26,6,575856,543886,31590,380
788,1652572800000,32,0,18,14,575888,543904,31590,394
789,1652659200000,13,2,26,-15,575901,543930,31592,379
790,1652745600000,18,2,24,-8,575919,543954,31594,371
